bond_id,issuer_id,purpose_id,cusip,bond_type,coupon_rate,issue_date,maturity_date,face_value,duration,tax_status
BOND0737,36,3,685681C5,General Obligation,3.12,2010-10-01,2015-10-01,1000.0,9.53,Tax-Exempt
BOND0738,18,4,139468A1,General Obligation,3.89,2016-11-01,2034-11-01,1000.0,5.45,Tax-Exempt
BOND0739,9,5,961682B4,Revenue,3.06,2022-12-01,2029-12-01,1000.0,3.91,Tax-Exempt
BOND0740,28,5,703120B7,Revenue,3.76,2012-09-01,2032-09-01,1000.0,8.23,Tax-Exempt
BOND0741,6,3,870312C7,Revenue,5.02,2022-05-01,2034-05-01,1000.0,4.82,Tax-Exempt
BOND0742,48,5,219416A2,Revenue,4.03,2013-01-01,2032-01-01,1000.0,5.33,Tax-Exempt
BOND0743,49,3,733546B4,General Obligation,4.28,2022-02-01,2035-02-01,1000.0,7.26,Tax-Exempt
BOND0744,17,5,524654A6,General Obligation,2.68,2020-04-01,2027-04-01,1000.0,3.97,Tax-Exempt
BOND0745,1,2,662138B8,General Obligation,3.85,2011-01-01,2030-01-01,1000.0,6.61,Tax-Exempt
BOND0746,28,5,640411B8,Revenue,5.29,2015-05-01,2035-05-01,1000.0,9.38,Tax-Exempt
BOND0747,51,3,893597B2,General Obligation,4.89,2016-11-01,2021-11-01,1000.0,7.13,Tax-Exempt
BOND0748,21,3,905595A1,General Obligation,4.55,2014-01-01,2023-01-01,1000.0,4.98,Tax-Exempt
BOND0749,46,2,212966A1,General Obligation,4.27,2020-02-01,2029-02-01,1000.0,5.6,Tax-Exempt
BOND0750,43,5,637138C9,General Obligation,3.41,2017-08-01,2033-08-01,1000.0,9.26,Tax-Exempt
BOND0751,7,1,829049A5,General Obligation,4.68,2020-04-01,2034-04-01,1000.0,6.2,Tax-Exempt
BOND0752,4,5,155842C7,Revenue,4.41,2013-04-01,2033-04-01,1000.0,3.99,Tax-Exempt
BOND0753,22,3,121853A5,General Obligation,4.75,2022-06-01,2035-06-01,1000.0,3.81,Tax-Exempt
BOND0754,30,2,995691B6,Revenue,4.7,2013-04-01,2024-04-01,1000.0,4.19,Tax-Exempt
BOND0755,25,2,420098B6,Revenue,2.25,2016-09-01,2030-09-01,1000.0,5.75,Tax-Exempt
BOND0756,29,1,518688C2,Revenue,4.19,2017-03-01,2026-03-01,1000.0,7.26,Tax-Exempt
BOND0757,39,5,542543B7,General Obligation,2.27,2020-03-01,2029-03-01,1000.0,7.3,Tax-Exempt
BOND0758,36,3,542232A7,General Obligation,3.37,2010-03-01,2019-03-01,1000.0,4.64,Tax-Exempt
BOND0759,2,3,996624B1,General Obligation,3.18,2017-10-01,2025-10-01,1000.0,5.36,Tax-Exempt
BOND0760,50,3,193863B8,General Obligation,3.25,2018-07-01,2027-07-01,1000.0,7.02,Tax-Exempt
BOND0761,2,5,330654C9,General Obligation,3.25,2019-09-01,2032-09-01,1000.0,9.8,Tax-Exempt
BOND0762,39,1,454495B5,General Obligation,2.23,2021-11-01,2028-11-01,1000.0,9.98,Tax-Exempt
BOND0763,42,5,304985B4,General Obligation,4.36,2020-01-01,2037-01-01,1000.0,7.25,Tax-Exempt
BOND0764,5,3,366403B2,Revenue,2.88,2021-01-01,2041-01-01,1000.0,3.18,Tax-Exempt
BOND0765,30,3,483577B6,General Obligation,3.8,2017-05-01,2037-05-01,1000.0,6.23,Tax-Exempt
BOND0766,45,3,558941A4,General Obligation,4.78,2010-03-01,2016-03-01,1000.0,9.0,Tax-Exempt
BOND0767,5,4,138042B8,Revenue,5.02,2018-12-01,2023-12-01,1000.0,3.42,Tax-Exempt
BOND0768,22,5,862487A8,General Obligation,3.39,2012-04-01,2025-04-01,1000.0,5.67,Tax-Exempt
BOND0769,43,3,468551C5,Revenue,2.21,2018-02-01,2033-02-01,1000.0,8.54,Tax-Exempt
BOND0770,3,1,288006B6,General Obligation,3.42,2013-04-01,2033-04-01,1000.0,9.33,Tax-Exempt
BOND0771,1,1,807011B2,Revenue,5.39,2017-12-01,2029-12-01,1000.0,4.23,Tax-Exempt
BOND0772,15,5,713032A6,General Obligation,5.14,2018-04-01,2036-04-01,1000.0,8.8,Tax-Exempt
BOND0773,44,5,527367A7,General Obligation,4.99,2017-03-01,2025-03-01,1000.0,8.49,Tax-Exempt
BOND0774,26,4,885144B2,Revenue,3.99,2012-06-01,2026-06-01,1000.0,5.71,Tax-Exempt
BOND0775,50,3,284636C3,Revenue,5.22,2015-02-01,2028-02-01,1000.0,9.75,Tax-Exempt
BOND0776,19,4,219161A7,General Obligation,4.23,2016-01-01,2032-01-01,1000.0,5.54,Tax-Exempt
BOND0777,12,1,178896B5,Revenue,5.46,2020-04-01,2036-04-01,1000.0,7.9,Tax-Exempt
BOND0778,36,2,853618C8,General Obligation,4.74,2020-04-01,2028-04-01,1000.0,4.47,Tax-Exempt
BOND0779,4,5,976971A8,General Obligation,3.78,2010-01-01,2026-01-01,1000.0,7.87,Tax-Exempt
BOND0780,43,5,773050C8,General Obligation,4.09,2015-06-01,2025-06-01,1000.0,6.06,Tax-Exempt
BOND0781,22,1,866079A3,General Obligation,5.16,2019-10-01,2030-10-01,1000.0,3.93,Tax-Exempt
BOND0782,47,1,353911B7,Revenue,5.09,2018-10-01,2029-10-01,1000.0,9.91,Tax-Exempt
BOND0783,24,3,978275A5,Revenue,2.92,2021-10-01,2041-10-01,1000.0,3.7,Tax-Exempt
BOND0784,20,1,970717A1,General Obligation,2.72,2012-03-01,2029-03-01,1000.0,4.52,Tax-Exempt
BOND0785,4,2,619827C3,General Obligation,2.28,2011-01-01,2022-01-01,1000.0,7.89,Tax-Exempt
BOND0786,41,3,560475A7,General Obligation,5.14,2017-01-01,2036-01-01,1000.0,4.24,Tax-Exempt
BOND0787,7,2,988969B3,General Obligation,4.81,2015-04-01,2028-04-01,1000.0,4.62,Tax-Exempt
BOND0788,13,3,746546B8,General Obligation,2.05,2012-03-01,2022-03-01,1000.0,8.01,Tax-Exempt
BOND0789,37,2,461106B9,Revenue,4.04,2014-11-01,2025-11-01,1000.0,7.34,Tax-Exempt
BOND0790,14,1,445608A2,General Obligation,4.2,2017-09-01,2036-09-01,1000.0,8.26,Tax-Exempt
BOND0791,28,2,497132C9,General Obligation,2.38,2020-05-01,2032-05-01,1000.0,5.7,Tax-Exempt
BOND0792,43,3,362748B9,General Obligation,5.02,2014-06-01,2023-06-01,1000.0,7.89,Tax-Exempt
BOND0793,1,5,159663B3,General Obligation,4.74,2017-06-01,2026-06-01,1000.0,7.95,Tax-Exempt
BOND0794,29,3,428004A6,General Obligation,4.77,2017-12-01,2027-12-01,1000.0,7.57,Tax-Exempt
BOND0795,43,1,608511B3,General Obligation,2.3,2016-06-01,2036-06-01,1000.0,9.48,Tax-Exempt
BOND0796,32,1,411526A4,General Obligation,3.24,2020-01-01,2037-01-01,1000.0,9.48,Tax-Exempt
BOND0797,12,1,665668B1,Revenue,4.26,2012-10-01,2022-10-01,1000.0,7.81,Tax-Exempt
BOND0798,28,4,675563B8,Revenue,4.06,2019-07-01,2028-07-01,1000.0,6.44,Tax-Exempt
BOND0799,6,4,354700C3,General Obligation,4.43,2020-08-01,2029-08-01,1000.0,3.13,Tax-Exempt
BOND0800,41,1,356864A2,General Obligation,2.51,2019-03-01,2037-03-01,1000.0,9.39,Tax-Exempt
BOND0801,37,4,955496A8,General Obligation,3.2,2020-12-01,2034-12-01,1000.0,7.86,Tax-Exempt
BOND0802,49,4,265761C3,General Obligation,4.04,2013-10-01,2023-10-01,1000.0,5.77,Tax-Exempt
BOND0803,40,2,886312C2,General Obligation,5.15,2015-08-01,2024-08-01,1000.0,6.04,Tax-Exempt
BOND0804,16,2,553212C3,General Obligation,3.11,2017-11-01,2033-11-01,1000.0,6.1,Tax-Exempt
BOND0805,11,3,934313B7,General Obligation,5.25,2011-08-01,2017-08-01,1000.0,3.14,Tax-Exempt
BOND0806,48,2,813800C6,General Obligation,5.49,2019-12-01,2034-12-01,1000.0,4.93,Tax-Exempt
BOND0807,11,1,906423A5,Revenue,3.68,2011-10-01,2019-10-01,1000.0,4.1,Tax-Exempt
BOND0808,29,1,216932C5,General Obligation,3.02,2016-05-01,2026-05-01,1000.0,7.99,Tax-Exempt
BOND0809,12,1,377050B5,General Obligation,2.33,2021-11-01,2041-11-01,1000.0,5.12,Tax-Exempt
BOND0810,41,4,773933B4,Revenue,3.61,2014-07-01,2020-07-01,1000.0,4.93,Tax-Exempt
BOND0811,37,1,781648C9,General Obligation,2.21,2021-06-01,2033-06-01,1000.0,9.82,Tax-Exempt
BOND0812,3,4,269810A9,Revenue,2.78,2018-05-01,2030-05-01,1000.0,3.11,Tax-Exempt
BOND0813,21,3,228202C9,General Obligation,2.76,2019-11-01,2030-11-01,1000.0,8.66,Tax-Exempt
BOND0814,41,4,848617C6,Revenue,3.51,2017-06-01,2022-06-01,1000.0,4.98,Tax-Exempt
BOND0815,41,2,974127A3,Revenue,2.13,2012-10-01,2026-10-01,1000.0,4.52,Tax-Exempt
BOND0816,37,2,387480C1,General Obligation,4.54,2015-11-01,2026-11-01,1000.0,4.65,Tax-Exempt
BOND0817,35,4,779390C5,General Obligation,3.77,2020-01-01,2039-01-01,1000.0,9.28,Tax-Exempt
BOND0818,4,3,487200B2,General Obligation,3.9,2016-06-01,2025-06-01,1000.0,4.1,Tax-Exempt
BOND0819,39,2,335711A4,Revenue,3.59,2018-07-01,2037-07-01,1000.0,3.89,Tax-Exempt
BOND0820,26,2,985554B5,Revenue,3.56,2011-02-01,2020-02-01,1000.0,8.98,Tax-Exempt
BOND0821,7,5,199831C7,Revenue,4.54,2019-08-01,2025-08-01,1000.0,7.1,Tax-Exempt
BOND0822,23,1,882152A5,General Obligation,3.5,2021-05-01,2036-05-01,1000.0,3.61,Tax-Exempt
BOND0823,30,2,555948A2,Revenue,5.46,2016-08-01,2027-08-01,1000.0,7.54,Tax-Exempt
BOND0824,46,1,604643C4,General Obligation,4.0,2017-08-01,2030-08-01,1000.0,3.6,Tax-Exempt
BOND0825,48,3,231559B7,General Obligation,3.99,2014-04-01,2023-04-01,1000.0,5.43,Tax-Exempt
BOND0826,3,3,958585B4,Revenue,5.03,2014-02-01,2027-02-01,1000.0,9.08,Tax-Exempt
BOND0827,34,5,150032C7,Revenue,5.17,2019-03-01,2036-03-01,1000.0,9.25,Tax-Exempt
BOND0828,51,3,885199A5,General Obligation,2.69,2013-10-01,2018-10-01,1000.0,4.84,Tax-Exempt
BOND0829,10,3,714723C6,General Obligation,2.38,2017-04-01,2022-04-01,1000.0,8.11,Tax-Exempt
BOND0830,24,5,258116A6,Revenue,2.61,2013-03-01,2024-03-01,1000.0,8.26,Tax-Exempt
BOND0831,24,5,261290B7,Revenue,4.4,2010-06-01,2028-06-01,1000.0,7.96,Tax-Exempt
BOND0832,27,3,469999B4,General Obligation,2.43,2013-07-01,2031-07-01,1000.0,4.68,Tax-Exempt
BOND0833,10,3,201111B2,General Obligation,5.34,2022-07-01,2039-07-01,1000.0,7.72,Tax-Exempt
BOND0834,48,1,647082B4,Revenue,5.48,2012-11-01,2017-11-01,1000.0,4.1,Tax-Exempt
BOND0835,25,4,743581B4,Revenue,4.31,2013-01-01,2033-01-01,1000.0,9.89,Tax-Exempt
BOND0836,2,5,752375A8,General Obligation,3.07,2018-10-01,2031-10-01,1000.0,5.19,Tax-Exempt
BOND0837,9,5,748041A5,General Obligation,2.78,2021-09-01,2026-09-01,1000.0,7.74,Tax-Exempt
BOND0838,2,2,885820B1,General Obligation,5.02,2010-10-01,2026-10-01,1000.0,3.8,Tax-Exempt
BOND0839,3,5,152035B2,General Obligation,3.68,2015-02-01,2030-02-01,1000.0,8.44,Tax-Exempt
BOND0840,29,1,441362A1,Revenue,2.37,2013-05-01,2030-05-01,1000.0,7.76,Tax-Exempt
BOND0841,28,3,835805C6,Revenue,3.65,2021-08-01,2031-08-01,1000.0,3.56,Tax-Exempt
BOND0842,22,1,655023B4,General Obligation,2.1,2011-08-01,2021-08-01,1000.0,5.82,Tax-Exempt
BOND0843,20,4,545321C9,General Obligation,3.23,2017-08-01,2034-08-01,1000.0,5.39,Tax-Exempt
BOND0844,16,2,626164A2,General Obligation,2.83,2014-12-01,2032-12-01,1000.0,6.63,Tax-Exempt
BOND0845,20,1,688802C2,Revenue,4.58,2016-09-01,2031-09-01,1000.0,9.3,Tax-Exempt
BOND0846,30,3,253647B9,General Obligation,2.76,2016-06-01,2033-06-01,1000.0,6.27,Tax-Exempt
BOND0847,28,5,701198A7,General Obligation,4.67,2015-05-01,2024-05-01,1000.0,3.38,Tax-Exempt
BOND0848,29,1,408569A5,General Obligation,2.93,2016-01-01,2021-01-01,1000.0,4.8,Tax-Exempt
BOND0849,17,5,931114B6,Revenue,3.23,2016-01-01,2036-01-01,1000.0,3.63,Tax-Exempt
BOND0850,21,1,174231B7,General Obligation,2.93,2021-07-01,2040-07-01,1000.0,8.16,Tax-Exempt
BOND0851,14,3,972718A2,General Obligation,3.83,2011-04-01,2029-04-01,1000.0,5.31,Tax-Exempt
BOND0852,16,2,959163C6,General Obligation,3.08,2013-01-01,2032-01-01,1000.0,6.86,Tax-Exempt
BOND0853,28,5,533415C1,Revenue,3.98,2021-07-01,2027-07-01,1000.0,6.89,Tax-Exempt
BOND0854,33,1,558515A5,General Obligation,5.09,2015-08-01,2034-08-01,1000.0,5.41,Tax-Exempt
BOND0855,31,3,736102A8,General Obligation,2.83,2022-07-01,2028-07-01,1000.0,4.09,Tax-Exempt
BOND0856,25,2,466138B8,General Obligation,4.07,2016-08-01,2033-08-01,1000.0,7.82,Tax-Exempt
BOND0857,22,2,702390B6,General Obligation,5.21,2018-10-01,2037-10-01,1000.0,8.79,Tax-Exempt
BOND0858,29,2,211543A9,General Obligation,3.1,2014-08-01,2021-08-01,1000.0,8.73,Tax-Exempt
BOND0859,2,2,549663A3,Revenue,3.34,2017-06-01,2033-06-01,1000.0,9.45,Tax-Exempt
BOND0860,22,2,705530A3,Revenue,2.29,2014-09-01,2027-09-01,1000.0,8.89,Tax-Exempt
BOND0861,10,3,339049B6,General Obligation,2.75,2019-08-01,2032-08-01,1000.0,8.45,Tax-Exempt
BOND0862,4,1,992873A6,General Obligation,3.56,2011-10-01,2027-10-01,1000.0,9.6,Tax-Exempt
BOND0863,1,1,958111A2,Revenue,4.79,2015-07-01,2026-07-01,1000.0,3.38,Tax-Exempt
BOND0864,46,5,181196B7,Revenue,5.43,2019-02-01,2028-02-01,1000.0,3.56,Tax-Exempt
BOND0865,37,3,791846A2,Revenue,2.4,2022-02-01,2032-02-01,1000.0,9.94,Tax-Exempt
BOND0866,29,5,885448A2,Revenue,4.2,2014-04-01,2021-04-01,1000.0,3.55,Tax-Exempt
BOND0867,9,1,191221A1,General Obligation,5.29,2016-05-01,2035-05-01,1000.0,8.28,Tax-Exempt
BOND0868,24,4,872633C1,General Obligation,2.74,2021-10-01,2028-10-01,1000.0,4.81,Tax-Exempt
BOND0869,21,4,270037B4,General Obligation,5.28,2020-06-01,2038-06-01,1000.0,7.33,Tax-Exempt
BOND0870,47,2,280358B6,General Obligation,4.86,2015-10-01,2031-10-01,1000.0,5.3,Tax-Exempt
BOND0871,39,5,664118C9,General Obligation,5.44,2019-02-01,2029-02-01,1000.0,9.22,Tax-Exempt
BOND0872,33,4,996710C4,Revenue,4.01,2017-07-01,2024-07-01,1000.0,4.71,Tax-Exempt
BOND0873,44,4,160927C6,General Obligation,3.58,2022-02-01,2039-02-01,1000.0,7.68,Tax-Exempt
BOND0874,45,4,283784C9,Revenue,4.3,2012-03-01,2029-03-01,1000.0,3.61,Tax-Exempt
BOND0875,31,4,770828B2,General Obligation,5.47,2015-12-01,2023-12-01,1000.0,4.73,Tax-Exempt
BOND0876,49,1,120573B6,General Obligation,4.03,2015-09-01,2030-09-01,1000.0,7.08,Tax-Exempt
BOND0877,32,2,472883A1,General Obligation,3.47,2016-01-01,2030-01-01,1000.0,3.6,Tax-Exempt
BOND0878,26,4,611311B3,Revenue,4.28,2010-06-01,2021-06-01,1000.0,5.21,Tax-Exempt
BOND0879,10,2,534961B1,General Obligation,4.16,2012-02-01,2024-02-01,1000.0,5.82,Tax-Exempt
BOND0880,1,2,257146A5,General Obligation,4.45,2014-05-01,2022-05-01,1000.0,3.23,Tax-Exempt
BOND0881,29,2,687622B9,Revenue,4.24,2016-12-01,2033-12-01,1000.0,7.85,Tax-Exempt
BOND0882,47,2,611125A3,General Obligation,5.19,2011-03-01,2016-03-01,1000.0,4.94,Tax-Exempt
BOND0883,9,2,852674A8,General Obligation,4.32,2022-09-01,2041-09-01,1000.0,3.9,Tax-Exempt
BOND0884,41,1,590131B6,General Obligation,3.39,2013-05-01,2029-05-01,1000.0,3.01,Tax-Exempt
BOND0885,43,5,994839C9,Revenue,4.87,2018-08-01,2030-08-01,1000.0,7.03,Tax-Exempt
BOND0886,10,4,341447B4,General Obligation,4.36,2015-10-01,2030-10-01,1000.0,6.57,Tax-Exempt
BOND0887,32,5,850188C5,Revenue,4.75,2021-04-01,2031-04-01,1000.0,7.46,Tax-Exempt
BOND0888,31,3,986123B9,General Obligation,2.63,2016-04-01,2034-04-01,1000.0,7.78,Tax-Exempt
BOND0889,19,4,267763A9,General Obligation,2.81,2017-11-01,2030-11-01,1000.0,9.45,Tax-Exempt
BOND0890,32,4,245175A9,General Obligation,2.18,2010-07-01,2026-07-01,1000.0,4.01,Tax-Exempt
BOND0891,7,1,561604A9,General Obligation,2.96,2015-03-01,2028-03-01,1000.0,7.75,Tax-Exempt
BOND0892,48,2,759613C6,General Obligation,5.05,2014-03-01,2034-03-01,1000.0,6.29,Tax-Exempt
BOND0893,9,5,958522A8,General Obligation,3.47,2015-03-01,2024-03-01,1000.0,7.26,Tax-Exempt
BOND0894,32,3,516778C4,General Obligation,3.45,2022-12-01,2035-12-01,1000.0,5.73,Tax-Exempt
BOND0895,12,2,485754A7,General Obligation,4.51,2014-02-01,2028-02-01,1000.0,7.64,Tax-Exempt
BOND0896,42,5,438100B6,General Obligation,4.99,2010-12-01,2017-12-01,1000.0,4.32,Tax-Exempt
BOND0897,12,3,689885A5,General Obligation,4.82,2019-04-01,2028-04-01,1000.0,4.01,Tax-Exempt
BOND0898,5,4,968041C8,Revenue,3.09,2010-03-01,2027-03-01,1000.0,3.33,Tax-Exempt
BOND0899,27,1,397274B7,Revenue,3.47,2010-12-01,2030-12-01,1000.0,6.77,Tax-Exempt
BOND0900,46,2,776138A4,General Obligation,3.76,2011-05-01,2031-05-01,1000.0,4.86,Tax-Exempt
BOND0901,47,1,960712A7,General Obligation,3.4,2016-04-01,2032-04-01,1000.0,8.11,Tax-Exempt
BOND0902,42,4,695295A8,General Obligation,2.89,2016-04-01,2033-04-01,1000.0,7.89,Tax-Exempt
BOND0903,2,5,957470C3,Revenue,3.64,2017-08-01,2033-08-01,1000.0,4.23,Tax-Exempt
BOND0904,28,5,358528B6,General Obligation,2.47,2010-08-01,2015-08-01,1000.0,5.52,Tax-Exempt
BOND0905,17,2,412183A2,General Obligation,3.05,2012-01-01,2023-01-01,1000.0,5.88,Tax-Exempt
BOND0906,9,1,961381A7,General Obligation,4.52,2013-06-01,2022-06-01,1000.0,8.58,Tax-Exempt
BOND0907,7,3,846799C3,Revenue,3.54,2021-07-01,2028-07-01,1000.0,8.67,Tax-Exempt
BOND0908,44,3,706075B1,Revenue,4.46,2021-10-01,2033-10-01,1000.0,3.01,Tax-Exempt
BOND0909,22,5,603510A6,General Obligation,3.91,2015-08-01,2031-08-01,1000.0,7.36,Tax-Exempt
BOND0910,27,4,233875C3,General Obligation,3.7,2022-01-01,2042-01-01,1000.0,4.0,Tax-Exempt
BOND0911,30,5,754772A6,General Obligation,5.12,2012-01-01,2028-01-01,1000.0,5.71,Tax-Exempt
BOND0912,24,5,264753C7,Revenue,2.63,2021-11-01,2035-11-01,1000.0,9.79,Tax-Exempt
BOND0913,10,2,428797C6,Revenue,3.74,2014-08-01,2033-08-01,1000.0,4.5,Tax-Exempt
BOND0914,5,3,314858B5,General Obligation,4.56,2012-07-01,2018-07-01,1000.0,6.87,Tax-Exempt
BOND0915,41,1,889168A6,General Obligation,2.09,2015-05-01,2021-05-01,1000.0,4.03,Tax-Exempt
BOND0916,46,1,739814B1,Revenue,4.1,2021-02-01,2032-02-01,1000.0,6.14,Tax-Exempt
BOND0917,13,1,404336A8,General Obligation,3.66,2014-06-01,2028-06-01,1000.0,6.31,Tax-Exempt
BOND0918,29,2,363394B4,Revenue,5.21,2016-07-01,2026-07-01,1000.0,4.33,Tax-Exempt
BOND0919,23,1,201582C5,Revenue,2.58,2016-01-01,2021-01-01,1000.0,7.77,Tax-Exempt
BOND0920,26,4,944480A5,General Obligation,4.3,2020-01-01,2038-01-01,1000.0,6.74,Tax-Exempt
BOND0921,23,5,380554B4,General Obligation,2.15,2010-10-01,2030-10-01,1000.0,6.54,Tax-Exempt
BOND0922,29,1,663560A1,General Obligation,5.23,2014-10-01,2029-10-01,1000.0,3.5,Tax-Exempt
BOND0923,25,5,367931C9,Revenue,2.44,2021-08-01,2036-08-01,1000.0,6.53,Tax-Exempt
BOND0924,51,4,180898A2,Revenue,4.86,2018-07-01,2025-07-01,1000.0,4.29,Tax-Exempt
BOND0925,49,4,158749C7,General Obligation,2.99,2011-11-01,2024-11-01,1000.0,5.35,Tax-Exempt
BOND0926,46,5,882591B9,Revenue,2.83,2021-04-01,2029-04-01,1000.0,5.66,Tax-Exempt
BOND0927,34,3,870528C2,General Obligation,4.23,2014-06-01,2034-06-01,1000.0,5.55,Tax-Exempt
BOND0928,28,3,375839C9,General Obligation,3.97,2018-12-01,2037-12-01,1000.0,4.29,Tax-Exempt
BOND0929,4,3,139044A9,Revenue,2.22,2015-09-01,2026-09-01,1000.0,5.53,Tax-Exempt
BOND0930,27,5,852762C4,General Obligation,2.86,2016-12-01,2023-12-01,1000.0,5.91,Tax-Exempt
BOND0931,28,1,596580C9,Revenue,2.25,2014-01-01,2028-01-01,1000.0,7.15,Tax-Exempt
BOND0932,29,3,175706C2,General Obligation,5.36,2016-04-01,2027-04-01,1000.0,3.03,Tax-Exempt
BOND0933,28,4,261649C5,General Obligation,4.62,2021-06-01,2033-06-01,1000.0,8.57,Tax-Exempt
BOND0934,42,4,954481A5,Revenue,3.24,2018-06-01,2024-06-01,1000.0,4.37,Tax-Exempt
BOND0935,3,3,548446A4,General Obligation,2.87,2011-06-01,2019-06-01,1000.0,7.28,Tax-Exempt
BOND0936,36,5,902407B3,General Obligation,5.24,2011-07-01,2027-07-01,1000.0,3.15,Tax-Exempt
BOND0937,25,1,219361B5,General Obligation,2.45,2017-01-01,2028-01-01,1000.0,5.97,Tax-Exempt
BOND0938,27,3,875909A4,General Obligation,4.36,2021-02-01,2036-02-01,1000.0,7.44,Tax-Exempt
BOND0939,15,3,925668C7,General Obligation,3.75,2021-11-01,2041-11-01,1000.0,9.78,Tax-Exempt
BOND0940,39,1,282370A5,General Obligation,4.33,2012-02-01,2027-02-01,1000.0,9.92,Tax-Exempt
BOND0941,32,4,730618C2,General Obligation,2.47,2011-12-01,2026-12-01,1000.0,3.02,Tax-Exempt
BOND0942,2,4,137815B8,General Obligation,3.5,2014-01-01,2034-01-01,1000.0,7.41,Tax-Exempt
BOND0943,25,3,803081A2,Revenue,5.09,2016-11-01,2026-11-01,1000.0,7.72,Tax-Exempt
BOND0944,42,2,306517B5,General Obligation,2.16,2022-11-01,2033-11-01,1000.0,6.32,Tax-Exempt
BOND0945,35,3,876308B8,Revenue,3.07,2012-03-01,2020-03-01,1000.0,7.32,Tax-Exempt
BOND0946,43,1,906430B4,General Obligation,2.96,2019-01-01,2038-01-01,1000.0,6.31,Tax-Exempt
BOND0947,5,1,515194B9,General Obligation,4.82,2019-05-01,2031-05-01,1000.0,6.12,Tax-Exempt
BOND0948,47,4,933855A8,Revenue,2.11,2022-05-01,2030-05-01,1000.0,5.69,Tax-Exempt
BOND0949,45,2,850322A3,Revenue,4.03,2010-10-01,2027-10-01,1000.0,5.06,Tax-Exempt
BOND0950,13,4,971426B6,General Obligation,3.66,2013-03-01,2019-03-01,1000.0,5.6,Tax-Exempt
BOND0951,4,2,732579C8,General Obligation,3.56,2010-08-01,2021-08-01,1000.0,5.17,Tax-Exempt
BOND0952,27,1,745762A7,General Obligation,4.9,2021-08-01,2033-08-01,1000.0,4.27,Tax-Exempt
BOND0953,24,3,791830C9,General Obligation,4.41,2022-06-01,2035-06-01,1000.0,4.86,Tax-Exempt
BOND0954,5,4,310550B9,General Obligation,4.76,2012-04-01,2029-04-01,1000.0,6.17,Tax-Exempt
BOND0955,28,4,731932B8,General Obligation,2.04,2013-10-01,2024-10-01,1000.0,7.16,Tax-Exempt
BOND0956,19,1,441458C6,General Obligation,4.19,2021-05-01,2033-05-01,1000.0,3.38,Tax-Exempt
BOND0957,13,2,158140A5,Revenue,3.96,2012-06-01,2031-06-01,1000.0,4.34,Tax-Exempt
BOND0958,42,4,865773A5,General Obligation,4.7,2016-09-01,2030-09-01,1000.0,4.29,Tax-Exempt
BOND0959,33,1,573157A4,General Obligation,2.05,2018-02-01,2029-02-01,1000.0,4.27,Tax-Exempt
BOND0960,10,3,572432A8,Revenue,5.01,2018-02-01,2025-02-01,1000.0,6.27,Tax-Exempt
BOND0961,23,1,620141C1,General Obligation,4.4,2022-04-01,2035-04-01,1000.0,4.98,Tax-Exempt
BOND0962,22,5,715446C8,Revenue,3.06,2010-01-01,2017-01-01,1000.0,5.15,Tax-Exempt
BOND0963,1,1,869871B9,General Obligation,4.81,2019-08-01,2030-08-01,1000.0,6.9,Tax-Exempt
BOND0964,47,1,239365A9,Revenue,4.14,2018-01-01,2030-01-01,1000.0,8.18,Tax-Exempt
BOND0965,25,5,294834C1,Revenue,4.1,2015-10-01,2026-10-01,1000.0,9.2,Tax-Exempt
BOND0966,45,2,813646C5,General Obligation,3.91,2018-08-01,2037-08-01,1000.0,8.14,Tax-Exempt
BOND0967,29,2,410404A9,General Obligation,4.35,2022-02-01,2038-02-01,1000.0,4.62,Tax-Exempt
BOND0968,51,3,317790C9,Revenue,3.74,2017-07-01,2030-07-01,1000.0,8.92,Tax-Exempt
BOND0969,35,1,198713C9,General Obligation,3.33,2011-07-01,2022-07-01,1000.0,6.56,Tax-Exempt
BOND0970,35,3,725218C3,Revenue,4.46,2015-03-01,2035-03-01,1000.0,7.09,Tax-Exempt
BOND0971,7,2,190655C8,Revenue,2.81,2014-08-01,2031-08-01,1000.0,7.51,Tax-Exempt
BOND0972,30,4,784294B1,General Obligation,3.48,2020-01-01,2040-01-01,1000.0,4.46,Tax-Exempt
BOND0973,31,2,261566C3,General Obligation,3.27,2013-06-01,2032-06-01,1000.0,7.51,Tax-Exempt
BOND0974,5,2,300463B1,General Obligation,3.45,2013-03-01,2031-03-01,1000.0,5.42,Tax-Exempt
BOND0975,16,5,836852A3,General Obligation,2.19,2015-06-01,2026-06-01,1000.0,4.38,Tax-Exempt
BOND0976,34,2,793355B6,Revenue,3.76,2020-03-01,2034-03-01,1000.0,6.61,Tax-Exempt
BOND0977,18,3,899061B4,General Obligation,2.81,2015-01-01,2027-01-01,1000.0,4.68,Tax-Exempt
BOND0978,7,2,851982A7,Revenue,3.44,2013-03-01,2030-03-01,1000.0,3.22,Tax-Exempt
BOND0979,17,4,387250B2,General Obligation,2.07,2015-10-01,2023-10-01,1000.0,4.74,Tax-Exempt
BOND0980,24,1,898752C8,General Obligation,3.72,2015-03-01,2029-03-01,1000.0,5.46,Tax-Exempt
BOND0981,34,1,560543B3,General Obligation,2.38,2020-01-01,2027-01-01,1000.0,6.63,Tax-Exempt
BOND0982,23,3,951116B4,General Obligation,5.42,2021-12-01,2027-12-01,1000.0,6.64,Tax-Exempt
